"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"60200217.10a",2003-05-03,85,"12353","Damage"
"90104512.100b",2003-05-03,1830,"11994","TPL"
"90111490.101a",2003-05-03,125,"11857","TPL"
"90120749.100a",2003-05-03,64,"12338","TPL"
"90132301.100a",2003-05-03,672,"11871","TPL"
"90132352.101a",2003-05-03,284,"12426","Windscreen"
"90133826.100d",2003-05-03,277,"12057","Windscreen"
"90140077.101a",2003-05-03,134,"11936","TPL"
"90146724.100a",2003-05-03,1843,"11744","TPL"
"90160897.100a",2003-05-03,403,"13058","Windscreen"
"90163127.100b",2003-05-03,268,"12424","Windscreen"
"90170219.100c",2003-05-03,75,"12443","Windscreen"
"90176391.100a",2003-05-03,414,"12895","Windscreen"
"20100389.10a",2003-05-04,301,"11819","Windscreen"
"50200824.101b",2003-05-04,327,"12640","Windscreen"
"90111512.101a",2003-05-04,273,"12439","Windscreen"
"90129264.101b",2003-05-04,258,"12294","Windscreen"
"90145055.100a",2003-05-04,0,"12262","Damage"
"90145264.101b",2003-05-04,897,"12256","TPL"
"90145691.102b",2003-05-04,293,"12290","Windscreen"
"90146938.100b",2003-05-04,1121,"12323","TPL"
"90147700.100a",2003-05-04,481,"13538","Windscreen"
"90156109.100a",2003-05-04,108,"12028","Windscreen"
"90156687.101b",2003-05-04,0,"12349","TPL"
"90165730.100b",2003-05-04,643,"11981","Theft"
"90167917.100a",2003-05-04,243,"13586","Windscreen"
"90172383.100a",2003-05-04,83,"13507","Damage"
"90179449.100a",2003-05-04,1441,"12097","TPL"
"90182114.100a",2003-05-04,107,"12267","Windscreen"
"90184006.100a",2003-05-04,0,"12879","Damage"
"1003290.100b",2003-05-05,201,"12010","Damage"
"90103503.10a",2003-05-05,1860,"12234","TPL"
"90118747.101a",2003-05-05,443,"12226","TPL"
"90127308.101a",2003-05-05,342,"12160","Windscreen"
"90128763.101a",2003-05-05,2704,"12112","TPL"
"90129672.101a",2003-05-05,18,"12110","TPL"
"90132843.101a",2003-05-05,198,"13342","Windscreen"
"90138155.101a",2003-05-05,441,"12641","Windscreen"
"90139526.100a",2003-05-05,424,"12434","Theft"
"90145983.100b",2003-05-05,4203,"12151","TPL"
"90146458.102a",2003-05-05,1036,"12142","TPL"
"90155723.100b",2003-05-05,610,"11987","TPL"
"90159045.100c",2003-05-05,469,"11904","Windscreen"
"90182757.100c",2003-05-05,41,"12383","TPL"
"90185238.101a",2003-05-05,326,"12019","Windscreen"
"1001366.100a",2003-05-06,194,"12214","TPL"
"1003124.101a",2003-05-06,632893,"12031","TPL"
"90100226.10a",2003-05-06,548,"12095","TPL"
"90147577.100a",2003-05-06,635,"12155","Damage"
"90149198.100b",2003-05-06,468,"12221","TPL"
"90151406.100a",2003-05-06,1001,"13231","Windscreen"
"90153058.100a",2003-05-06,424,"12624","Windscreen"
"90162994.100b",2003-05-06,243,"12636","Windscreen"
"90164976.100b",2003-05-06,365,"13364","Windscreen"
"90165334.100a",2003-05-06,3021,"12781","Theft"
"90167815.101a",2003-05-06,210,"12777","Windscreen"
"90179846.100c",2003-05-06,110,"13260","Windscreen"
"90194768.100c",2003-05-06,64,"13194","Windscreen"
"1001773.100a",2003-05-07,592,"12148","TPL"
"70203113.101a",2003-05-07,207,"12646","Windscreen"
"90116161.101b",2003-05-07,20,"12241","TPL"
"90131428.100c",2003-05-07,253,"13339","Windscreen"
"90147661.100a",2003-05-07,105,"12275","Windscreen"
"90154401.103a",2003-05-07,264,"12172","Windscreen"
"90170151.102a",2003-05-07,292,"12348","TPL"
"90171953.100a",2003-05-07,475,"12457","TPL"
"90194670.100a",2003-05-07,257,"12361","Windscreen"
"1006834.101a",2003-05-08,0,"12369","TPL"
"10100048.101a",2003-05-08,2683,"12136","TPL"
"195.100a",2003-05-08,83,"12504","Theft"
"90109710.101d",2003-05-08,215,"12212","TPL"
"90128995.101a",2003-05-08,295,"12352","Windscreen"
"90148209.100a",2003-05-08,2350,"12406","TPL"
"90152566.100a",2003-05-08,1845,"12511","TPL"
"90155064.100b",2003-05-08,113,"12496","Windscreen"
"90155875.100a",2003-05-08,1921,"12229","Other"
"90157709.100a",2003-05-08,1324,"12164","TPL"
"90159029.100a",2003-05-08,840,"12341","Theft"
"90160897.100b",2003-05-08,1128,"12503","TPL"
"90161239.100d",2003-05-08,12450,"12165","Theft"
"90164807.100a",2003-05-08,662,"12395","TPL"
"90165919.100a",2003-05-08,354,"12335","Windscreen"
"90175992.100a",2003-05-08,207,"13250","Windscreen"
"90185980.100b",2003-05-08,467,"13631","Windscreen"
"90194720.100a",2003-05-08,389,"12277","Windscreen"
"90111512.101a",2003-05-09,235,"12223","TPL"
"90111785.101b",2003-05-09,5951,"12318","Fire"
"90133289.100a",2003-05-09,2431,"12080","Other"
"90148237.100a",2003-05-09,385,"12308","TPL"
"90155650.100a",2003-05-09,166,"12309","Windscreen"
"90166225.100b",2003-05-09,457,"12461","TPL"
"90167981.102a",2003-05-09,1121,"12659","TPL"
"90169222.100b",2003-05-09,86,"12257","TPL"
"90190901.100b",2003-05-09,1121,"11996","TPL"
"1007582.100a",2003-05-10,446,"12311","Windscreen"
"90105798.101a",2003-05-10,318,"12254","TPL"
"90118748.101b",2003-05-10,417,"12270","TPL"
"90124561.101b",2003-05-10,64,"12554","TPL"
"90133462.100a",2003-05-10,303,"12821","Windscreen"
"90148115.100a",2003-05-10,775,"12485","Windscreen"
"90153217.100b",2003-05-10,2732,"12396","TPL"
"90158554.100a",2003-05-10,1041,"12612","TPL"
"90170392.100a",2003-05-10,1121,"12432","TPL"
"90186812.100b",2003-05-10,192,"13246","Windscreen"
"70203714.100a",2003-05-11,172,"13343","Windscreen"
"90103823.101b",2003-05-11,2452,"12528","TPL"
"90107991.101a",2003-05-11,237,"12354","Windscreen"
"90133198.100b",2003-05-11,1367,"12403","Damage"
"90134280.101a",2003-05-11,222,"12817","Windscreen"
"90139806.102a",2003-05-11,897,"12314","TPL"
"90145141.100b",2003-05-11,1986,"12402","TPL"
"90154309.101a",2003-05-11,130,"12602","Windscreen"
"90154361.100a",2003-05-11,1121,"12359","TPL"
"90158854.100b",2003-05-11,337,"12393","TPL"
"90176069.100a",2003-05-11,100,"13105","Windscreen"
"1000472.100a",2003-05-12,5324,"12336","TPL"
"90119148.101a",2003-05-12,279,"13457","Windscreen"
"90125469.101a",2003-05-12,416,"12591","TPL"
"90128697.101a",2003-05-12,2842,"12401","TPL"
"90134908.100a",2003-05-12,342,"12469","TPL"
"90137599.100a",2003-05-12,2501,"12274","TPL"
"90145714.100a",2003-05-12,522,"12481","Windscreen"
"90147617.102a",2003-05-12,213,"12593","Windscreen"
"90148140.100a",2003-05-12,239,"12269","Windscreen"
"90170594.100a",2003-05-12,566,"12410","TPL"
"90179449.100a",2003-05-12,800,"12510","TPL"
"90182151.100a",2003-05-12,1432,"12785","TPL"
"1007790.100c",2003-05-13,379,"12287","TPL"
"1011299.100a",2003-05-13,2750,"12178","Damage"
"90103977.100a",2003-05-13,223,"13670","TPL"
"90111508.101b",2003-05-13,100,"12839","Windscreen"
"90128962.101a",2003-05-13,229,"13506","Windscreen"
"90132130.100c",2003-05-13,1121,"12506","TPL"
"90149207.100a",2003-05-13,1825,"12944","Theft"
"90149811.100a",2003-05-13,890,"12502","TPL"
"90150685.100a",2003-05-13,317,"13665","Windscreen"
"90180914.100a",2003-05-13,8232,"12479","TPL"
"90187752.100a",2003-05-13,1807,"12667","Theft"
"1001560.100a",2003-05-14,198,"13240","Windscreen"
"90108905.101b",2003-05-14,390,"13013","Windscreen"
"90118250.101a",2003-05-14,1121,"12883","TPL"
"90120149.101b",2003-05-14,2571,"12543","Damage"
"90124801.101a",2003-05-14,76,"12533","TPL"
"90131447.100b",2003-05-14,222,"12334","Windscreen"
"90145738.100a",2003-05-14,144,"13188","TPL"
"90147938.100a",2003-05-14,280,"12372","TPL"
"90159972.100b",2003-05-14,1250,"12196","Damage"
"90162884.100a",2003-05-14,46,"12521","TPL"
"90168845.100a",2003-05-14,654,"12592","TPL"
"1000775.101a",2003-05-15,897,"13709","TPL"
"20200029.10a",2003-05-15,897,"12477","TPL"
"90102838.101c",2003-05-15,242,"12741","Windscreen"
"90104266.101a",2003-05-15,31,"13330","TPL"
"90126010.102a",2003-05-15,284,"13222","Windscreen"
"90166338.100b",2003-05-15,897,"13210","TPL"
"90189853.100a",2003-05-15,741,"12357","Windscreen"
"90120250.100a",2003-05-16,22,"13389","TPL"
"90145064.100c",2003-05-16,102,"12658","TPL"
"90147973.100a",2003-05-16,1340,"12619","TPL"
"90153339.100b",2003-05-16,897,"12368","TPL"
"1011037.100a",2003-05-17,0,"12685","TPL"
"90105237.101a",2003-05-17,336,"12840","Windscreen"
"90113938.100a",2003-05-17,1121,"12590","TPL"
"90116357.101b",2003-05-17,191,"12722","Windscreen"
"90117971.101b",2003-05-17,47,"12478","Windscreen"
"90120477.101a",2003-05-17,0,"12668","TPL"
"90129763.104a",2003-05-17,141,"12603","TPL"
"90135077.100b",2003-05-17,381,"12325","TPL"
"90144833.100a",2003-05-17,273,"13256","Windscreen"
"90147626.100a",2003-05-17,26,"12681","Damage"
"90149285.100a",2003-05-17,278,"12724","Windscreen"
"90152347.100a",2003-05-17,39,"12562","TPL"
"90161064.100a",2003-05-17,0,"13272","TPL"
"90161277.100a",2003-05-17,1437,"12737","Windscreen"
"90166637.101a",2003-05-17,135,"13234","Windscreen"
"90183899.100a",2003-05-17,0,"12585","TPL"
"90194873.100a",2003-05-17,319,"12605","Windscreen"
"1002385.101c",2003-05-18,216,"13228","Windscreen"
"40200187.100a",2003-05-18,106,"12474","TPL"
"90101243.100a",2003-05-18,1121,"13773","TPL"
"90103823.101b",2003-05-18,586,"12907","Windscreen"
"90106073.100a",2003-05-18,3866,"12476","TPL"
"90106249.10a",2003-05-18,536,"12810","TPL"
"90110334.10a",2003-05-18,262,"13449","Windscreen"
"90111848.100a",2003-05-18,1420,"12578","TPL"
"90113038.101a",2003-05-18,597,"12534","TPL"
"90119667.101b",2003-05-18,615,"12598","Windscreen"
"90133029.102a",2003-05-18,897,"13801","TPL"
"90133076.100a",2003-05-18,245,"12663","TPL"
"90135070.100b",2003-05-18,1121,"12980","TPL"
"90138223.100a",2003-05-18,5322,"12514","Theft"
"90144804.101a",2003-05-18,897,"12864","TPL"
"90145836.100a",2003-05-18,284,"13658","Windscreen"
"90148826.100a",2003-05-18,351,"12500","Damage"
"90168988.100a",2003-05-18,414,"13148","TPL"
"90169992.100a",2003-05-18,881,"12678","TPL"
"90172964.100a",2003-05-18,353,"12775","Windscreen"
"90177890.100a",2003-05-18,0,"13002","TPL"
"90181031.101b",2003-05-18,1163,"12744","TPL"
"90181462.101a",2003-05-18,597,"12642","TPL"
"90181916.100a",2003-05-18,1121,"12787","TPL"
"90188380.100b",2003-05-18,312,"12726","TPL"
"90194020.100c",2003-05-18,0,"12719","TPL"
"1002065.100a",2003-05-19,177,"13239","Windscreen"
"10200411.101a",2003-05-19,204,"13227","Windscreen"
"40200260.101a",2003-05-19,421,"12836","Windscreen"
"90108859.100b",2003-05-19,628,"12822","Windscreen"
"90109058.101b",2003-05-19,897,"12675","TPL"
"90110864.101a",2003-05-19,1113,"12651","Damage"
"90112542.101a",2003-05-19,215,"13019","Windscreen"
"90121248.101b",2003-05-19,897,"12972","TPL"
"90133778.101a",2003-05-19,162,"12732","Windscreen"
"90145107.101a",2003-05-19,555,"12995","TPL"
"90148804.100a",2003-05-19,177,"13401","Windscreen"
"90151813.100b",2003-05-19,1666,"12872","TPL"
"90156262.100b",2003-05-19,2452,"13268","TPL"
"90160021.100a",2003-05-19,1121,"13757","TPL"
"90163067.100b",2003-05-19,941,"12525","Damage"
"90167750.100a",2003-05-19,1124,"12844","TPL"
"90170317.100a",2003-05-19,1495,"12919","TPL"
"90171166.100b",2003-05-19,1783,"12792","TPL"
"90172097.100a",2003-05-19,897,"12800","TPL"
"90177827.100a",2003-05-19,7827,"12617","Theft"
"90186848.100a",2003-05-19,1577,"12473","Other"
"90187102.101a",2003-05-19,159,"13429","Windscreen"
"90193146.100a",2003-05-19,2705,"12572","TPL"
"90194021.100a",2003-05-19,763,"13030","Damage"
"60100041.10a",2003-05-20,897,"12662","TPL"
"80200273.10b",2003-05-20,2463,"12674","TPL"
"90105057.10a",2003-05-20,258,"13471","Windscreen"
"90105463.10a",2003-05-20,266,"13254","Windscreen"
"90106843.10c",2003-05-20,0,"12841","TPL"
"90126381.101b",2003-05-20,479,"13115","TPL"
"90133689.100a",2003-05-20,414,"12730","Windscreen"
"90146103.100a",2003-05-20,21,"12882","Damage"
"90156705.101a",2003-05-20,897,"12644","TPL"
"90159239.100a",2003-05-20,2238,"12813","TPL"
"90166811.100b",2003-05-20,10,"12845","TPL"
"90187794.100b",2003-05-20,1121,"13011","TPL"
"90188269.100a",2003-05-20,561,"12687","TPL"
"90191961.100c",2003-05-20,2351,"12746","TPL"
"20100140.100a",2003-05-21,0,"12793","TPL"
"50200140.101a",2003-05-21,252,"12723","TPL"
"90100187.10b",2003-05-21,228,"12903","Other"
"90107352.101a",2003-05-21,68,"12853","TPL"
"90120959.100b",2003-05-21,65,"12866","TPL"
"90131320.101b",2003-05-21,225,"12721","TPL"
"90132336.100b",2003-05-21,199,"13241","Windscreen"
"90133026.100a",2003-05-21,713,"12616","TPL"
"90148476.100a",2003-05-21,190,"13459","Windscreen"
"90149179.100a",2003-05-21,897,"12731","TPL"
"90149567.100c",2003-05-21,78,"12740","TPL"
"90152552.100c",2003-05-21,897,"13572","TPL"
"90154317.100c",2003-05-21,3365,"12725","Damage"
"90154524.100a",2003-05-21,266,"12888","Windscreen"
"90155031.100b",2003-05-21,370,"13448","Windscreen"
"90166115.100a",2003-05-21,5324,"13475","TPL"
"90167338.100a",2003-05-21,635,"12961","TPL"
"90176013.100c",2003-05-21,1973,"13094","TPL"
"90178056.100b",2003-05-21,49,"12613","Windscreen"
"90190436.101a",2003-05-21,1235,"12930","TPL"
"90192841.100b",2003-05-21,287,"12940","Windscreen"
"90193992.100a",2003-05-21,0,"12717","TPL"
"60100036.10b",2003-05-22,3710,"12871","Damage"
"70200083.102a",2003-05-22,1561,"13326","Damage"
"90104613.102a",2003-05-22,258,"13513","Windscreen"
"90126729.104a",2003-05-22,176,"12951","TPL"
"90133270.100a",2003-05-22,897,"12694","TPL"
"90133442.100b",2003-05-22,2452,"13270","TPL"
"90138536.101a",2003-05-22,421,"13076","TPL"
"90155899.100a",2003-05-22,567,"12784","TPL"
"90170151.102a",2003-05-22,327,"13243","TPL"
"90177905.100a",2003-05-22,978,"12861","Theft"
"90184228.101a",2003-05-22,512,"13263","Theft"
"80100263.10b",2003-05-23,2399,"13139","Theft"
"90174368.100b",2003-05-23,132,"12696","TPL"
"90187875.100a",2003-05-23,1305,"12881","Damage"
"90104205.10a",2003-05-24,2334,"12989","TPL"
"90105505.101a",2003-05-24,0,"13026","TPL"
"90109084.101a",2003-05-24,535,"12994","TPL"
"90128693.101a",2003-05-24,897,"12833","TPL"
"90128758.100b",2003-05-24,897,"12954","TPL"
"90133582.101a",2003-05-24,1788,"12580","TPL"
"90134191.100c",2003-05-24,241,"13238","Windscreen"
"90134752.100a",2003-05-24,72,"12701","TPL"
"90145055.100a",2003-05-24,897,"13462","TPL"
"90146053.101a",2003-05-24,149,"13070","Windscreen"
"90152127.101a",2003-05-24,93,"12889","TPL"
"90152903.100b",2003-05-24,313,"13108","Windscreen"
"90153132.101a",2003-05-24,291,"12767","Windscreen"
"90156281.100a",2003-05-24,261,"13402","Windscreen"
"90159874.100a",2003-05-24,156,"12988","Damage"
"90173141.100b",2003-05-24,897,"13515","TPL"
"90181554.100a",2003-05-24,93,"13333","Windscreen"
"90182595.100a",2003-05-24,897,"13166","TPL"
"90194789.100c",2003-05-24,241,"13192","Windscreen"
"1002593.100b",2003-05-25,491,"13367","TPL"
"1002626.100b",2003-05-25,306,"13001","TPL"
"1005484.100a",2003-05-25,338,"13499","Windscreen"
"70200830.101a",2003-05-25,298,"13016","TPL"
"70200830.101a",2003-05-25,1121,"13661","TPL"
"90104696.101b",2003-05-25,877,"12860","TPL"
"90140617.100a",2003-05-25,2110,"12765","TPL"
"90144562.100c",2003-05-25,324,"13003","Theft"
"90144909.101c",2003-05-25,99,"13368","TPL"
"90158947.100a",2003-05-25,2720,"12782","Fire"
"90180132.101a",2003-05-25,159,"13403","Windscreen"
"90183171.100a",2003-05-25,2483,"12902","TPL"
"90105879.10a",2003-05-26,3519,"13117","Damage"
"90108339.100b",2003-05-26,897,"13209","TPL"
"90131480.100a",2003-05-26,2452,"13174","TPL"
"90133976.100a",2003-05-26,139,"13169","TPL"
"90144365.100b",2003-05-26,1304,"12924","Theft"
"90157330.100b",2003-05-26,1121,"13196","TPL"
"90158495.100a",2003-05-26,0,"13053","Damage"
"90114542.101b",2003-05-27,834,"12913","Damage"
"90126058.100c",2003-05-27,126,"13413","TPL"
"90132415.100a",2003-05-27,182,"13520","Windscreen"
"90140640.100a",2003-05-27,561,"13279","TPL"
"90145611.100a",2003-05-27,0,"13063","Damage"
"90171180.100a",2003-05-27,1217,"12973","TPL"
"90185023.100b",2003-05-27,34,"13034","TPL"
"90194561.100a",2003-05-27,897,"13051","TPL"
"1000933.100a",2003-05-28,261,"13445","Windscreen"
"70100099.100a",2003-05-28,173,"13255","Windscreen"
"90105334.10a",2003-05-28,601,"13217","TPL"
"90110986.100a",2003-05-28,897,"13039","TPL"
"90121259.101a",2003-05-28,411,"13205","TPL"
"90124464.101a",2003-05-28,3203,"13154","TPL"
"90125009.101b",2003-05-28,68,"13267","TPL"
"90125761.102a",2003-05-28,1121,"13356","TPL"
"90125761.102a",2003-05-28,0,"13706","TPL"
"90127502.101a",2003-05-28,1073,"12963","TPL"
"90128175.100b",2003-05-28,568,"13014","Windscreen"
"90133578.100b",2003-05-28,47,"13146","Windscreen"
"90139497.100b",2003-05-28,684,"13399","TPL"
"90147635.100b",2003-05-28,911,"13251","Theft"
"90166120.100a",2003-05-28,2981,"13134","TPL"
"90187954.100a",2003-05-28,223,"13434","Windscreen"
"90194205.100a",2003-05-28,334,"13468","Windscreen"
"1002639.100a",2003-05-29,319,"13121","TPL"
"80200150.101a",2003-05-29,194,"13200","TPL"
"90103953.101b",2003-05-29,0,"13249","TPL"
"90111580.101b",2003-05-29,633,"13319","Damage"
"90130883.100a",2003-05-29,50,"13180","TPL"
"90132293.101a",2003-05-29,225,"13085","TPL"
"90133976.100a",2003-05-29,3107,"13065","Damage"
"90149443.101a",2003-05-29,1671,"13152","TPL"
"90158365.100a",2003-05-29,3133,"13329","TPL"
"90161386.101a",2003-05-29,8424,"13291","Theft"
"90166862.100b",2003-05-29,233,"13086","TPL"
"90167770.100b",2003-05-30,449,"13385","TPL"
"90176556.100a",2003-05-30,1406,"13583","Other"
"90178978.100a",2003-05-30,6381,"13124","Damage"
"90188058.100a",2003-05-30,551,"13208","TPL"
"70100046.10a",2003-05-31,565,"13299","Windscreen"
"90111314.101a",2003-05-31,2327,"13178","TPL"
"90128363.101a",2003-05-31,8793,"13081","TPL"
"90146305.100a",2003-05-31,273,"13677","Windscreen"
"90148907.100a",2003-05-31,392,"13504","Windscreen"
"90150968.101a",2003-05-31,897,"13119","TPL"
"90152182.101a",2003-05-31,6104,"13373","TPL"
"90153072.100a",2003-05-31,215,"13300","Windscreen"
"90153369.100a",2003-05-31,274,"13102","Windscreen"
"90155406.100a",2003-05-31,2742,"13104","TPL"
"90162707.100a",2003-05-31,19,"13358","Windscreen"
"90168642.100b",2003-05-31,159,"13451","Windscreen"
"90168887.100a",2003-05-31,4437,"13113","Damage"
"90175938.103b",2003-05-31,243,"13480","Windscreen"
"90179678.100a",2003-05-31,256,"13244","Windscreen"
"90105413.102a",2003-06-01,253,"13535","Windscreen"
"90127901.101b",2003-06-01,324,"13362","Windscreen"
"90135381.101a",2003-06-01,92,"13542","Windscreen"
"90145631.100a",2003-06-01,509,"13206","TPL"
"90146984.100a",2003-06-01,439,"13295","TPL"
"90152594.101a",2003-06-01,27,"13073","Windscreen"
"90160856.101b",2003-06-01,1663,"13145","TPL"
"90167752.101c",2003-06-01,3256,"13618","TPL"
"90172587.100a",2003-06-01,0,"13090","TPL"
"90180744.100b",2003-06-01,1264,"13392","Damage"
"90181146.101a",2003-06-01,1226,"13350","TPL"
"90188397.100a",2003-06-01,332,"13414","Windscreen"
"90190561.100b",2003-06-01,2145,"13312","Other"
"90192022.100a",2003-06-01,1121,"13143","TPL"
"90193906.101a",2003-06-01,175,"13316","Windscreen"
"90105868.10c",2003-06-02,849,"200960","Theft"
"90119368.101a",2003-06-02,876,"200646","Damage"
"90148091.100a",2003-06-02,1381,"200100","Damage"
"90151344.100a",2003-06-02,152,"200550","Windscreen"
"90152865.100a",2003-06-02,988,"202818","Windscreen"
"90160065.100a",2003-06-02,1696,"200023","Damage"
"90167218.100b",2003-06-02,565,"205219","Windscreen"
"90168961.100a",2003-06-02,1165,"201762","TPL"
"90179958.100a",2003-06-02,347,"200118","TPL"
"90181494.100a",2003-06-02,64,"200086","TPL"
"90194862.100a",2003-06-02,63,"200017","TPL"
"1007261.101a",2003-06-03,559,"200964","TPL"
"1011449.100a",2003-06-03,2798,"200124","TPL"
"50100003.101a",2003-06-03,241,"200433","Windscreen"
"90132515.100a",2003-06-03,0,"200043","Other"
"90145978.100a",2003-06-03,1598,"200051","TPL"
"90148137.101a",2003-06-03,897,"201301","TPL"
"90149643.100a",2003-06-03,218,"200264","TPL"
"90149844.100a",2003-06-03,439,"200004","Windscreen"
"90155205.103a",2003-06-03,897,"200385","TPL"
"90171154.100a",2003-06-03,94,"200307","Windscreen"
"90172426.100b",2003-06-03,337,"200218","TPL"
"1002791.100b",2003-06-04,254,"200938","Windscreen"
"1003803.102a",2003-06-04,20418,"200106","Theft"
"20100482.10a",2003-06-04,169,"200457","Windscreen"
"60200198.10a",2003-06-04,85,"200278","Damage"
"90116466.101a",2003-06-04,12,"200048","TPL"
"90126658.101b",2003-06-04,1005,"200198","TPL"
"90133831.100a",2003-06-04,741,"200160","TPL"
"90134410.100a",2003-06-04,897,"200144","TPL"
"90145387.100a",2003-06-04,250,"200372","Windscreen"
"90146541.100a",2003-06-04,358,"200260","Damage"
"90147300.100a",2003-06-04,389,"200286","TPL"
"90148812.100a",2003-06-04,1631,"200045","TPL"
"90150935.101a",2003-06-04,420,"200018","TPL"
"90153528.100b",2003-06-04,322,"201067","TPL"
"90155810.100a",2003-06-04,3218,"200027","Theft"
"90158800.100a",2003-06-04,252,"200209","TPL"
"90176355.101a",2003-06-04,3562,"200101","Damage"
"90177946.102a",2003-06-04,340,"200208","TPL"
"90185389.100b",2003-06-04,2200,"200059","TPL"
"90189970.100a",2003-06-04,247,"200517","Windscreen"
"90194416.101a",2003-06-04,1704,"204980","TPL"
"557.100b",2003-06-05,88511,"200026","TPL"
"90108000.101a",2003-06-05,413,"200207","TPL"
"90111190.101a",2003-06-05,4055,"200206","Damage"
"90126360.101b",2003-06-05,3041,"200030","TPL"
"90126705.101a",2003-06-05,1073,"200031","TPL"
"90128802.101a",2003-06-05,352,"200053","Theft"
"90129463.100a",2003-06-05,232,"200037","Windscreen"
"90131393.100a",2003-06-05,776,"200041","TPL"
"90131393.100a",2003-06-05,281,"201325","TPL"
"90132254.100a",2003-06-05,3953,"200019","Damage"
"90133561.100a",2003-06-05,287,"200525","Windscreen"
"90146274.100a",2003-06-05,897,"200645","TPL"
"90148567.100a",2003-06-05,289,"200034","TPL"
"90163131.100a",2003-06-05,989,"200289","Damage"
"90180211.100a",2003-06-05,411,"200196","Damage"
"90180522.100a",2003-06-05,897,"200190","TPL"
"90190757.100b",2003-06-05,8189,"200092","Damage"
"90190757.100b",2003-06-05,542,"203815","Windscreen"
"90111572.101b",2003-06-06,100,"200162","Damage"
"90140139.100a",2003-06-06,0,"200522","Damage"
"90152360.100a",2003-06-06,2345,"200650","Damage"
"90164562.101b",2003-06-06,897,"200315","TPL"
"90167421.100a",2003-06-06,1838,"200266","TPL"
"90167458.100a",2003-06-06,129,"200262","Windscreen"
"90184932.100b",2003-06-06,762,"200536","Damage"
"90189878.100a",2003-06-06,1716,"200221","Damage"
"90191400.100b",2003-06-06,2181,"200113","TPL"
"90103932.101a",2003-06-07,550,"200035","TPL"
"90105071.10b",2003-06-07,3800,"200844","Theft"
"90107391.100a",2003-06-07,586,"200181","TPL"
"90110846.101b",2003-06-07,1365,"200210","Damage"
"90111599.101a",2003-06-07,685,"200417","TPL"
"90116069.100a",2003-06-07,897,"200355","TPL"
"90132062.100b",2003-06-07,175,"201199","Windscreen"
"90132486.105a",2003-06-07,346,"200080","Windscreen"
"90132650.100a",2003-06-07,873,"200152","TPL"
"90139549.101a",2003-06-07,88,"200323","Windscreen"
"90144870.101a",2003-06-07,519,"200321","TPL"
"90151344.100a",2003-06-07,1792,"200284","TPL"
"90156032.100a",2003-06-07,44,"200318","TPL"
"90157278.100a",2003-06-07,106,"200282","TPL"
"90157745.100a",2003-06-07,281,"200265","Windscreen"
"90167935.100a",2003-06-07,56,"200479","TPL"
"90168220.100a",2003-06-07,1466,"200153","TPL"
"90176055.100a",2003-06-07,480,"200458","Windscreen"
"90177835.100a",2003-06-07,22,"200189","Theft"
"90181195.100a",2003-06-07,130,"200098","TPL"
"90186146.100c",2003-06-07,591,"200015","TPL"
"90187381.101a",2003-06-07,5706,"200082","Damage"
"90190332.100a",2003-06-07,2521,"200678","Damage"
"90190961.100a",2003-06-07,2706,"200297","Damage"
"90191093.100a",2003-06-07,897,"200216","TPL"
"1009398.100a",2003-06-08,85,"200611","TPL"
"20200241.100b",2003-06-08,291,"201448","Windscreen"
"90118458.101a",2003-06-08,307,"200275","TPL"
"90131256.100a",2003-06-08,1328,"200165","TPL"
"90135212.100a",2003-06-08,592,"200627","TPL"
"90150381.100a",2003-06-08,507,"200229","Windscreen"
"90156119.100b",2003-06-08,281,"200303","TPL"
"90157465.101b",2003-06-08,2231,"200174","TPL"
"90180710.100b",2003-06-08,409,"200135","TPL"
"90187824.100a",2003-06-08,887,"200213","TPL"
"90192768.100a",2003-06-08,5099,"201082","TPL"
"1001941.100a",2003-06-09,3072,"200131","TPL"
"60200149.10b",2003-06-09,6129,"201011","Damage"
"90102042.10a",2003-06-09,440,"200283","Other"
"90107834.10a",2003-06-09,467,"200310","TPL"
"90107949.101b",2003-06-09,692,"200295","Damage"
"90111667.101a",2003-06-09,1598,"200200","Damage"
"90113379.101a",2003-06-09,897,"200993","TPL"
"90126044.103a",2003-06-09,132,"200716","Windscreen"
"90132870.100b",2003-06-09,897,"200388","TPL"
"90139536.100a",2003-06-09,388,"200752","Windscreen"
"90151205.100a",2003-06-09,241,"200934","Windscreen"
"90151260.100a",2003-06-09,527,"200306","TPL"
"90155742.102a",2003-06-09,87,"200937","Windscreen"
"90159163.100a",2003-06-09,1578,"200298","TPL"
"90164530.100a",2003-06-09,840,"200157","Damage"
"90170560.100a",2003-06-09,2201,"200466","TPL"
"90181608.100a",2003-06-09,144,"200352","Windscreen"
"1003635.100a",2003-06-10,1401,"200186","TPL"
"90113831.101a",2003-06-10,69,"200464","Windscreen"
"90128074.100c",2003-06-10,3158,"200187","TPL"
"90128601.101b",2003-06-10,488,"200166","TPL"
"90133835.100b",2003-06-10,209,"200728","Windscreen"
"90166429.100a",2003-06-10,897,"200554","TPL"
"90179387.100b",2003-06-10,705,"200201","TPL"
"90194135.100a",2003-06-10,1392,"200171","Damage"
"90113937.101a",2003-06-11,1343,"200345","TPL"
"90131322.102a",2003-06-11,897,"200239","TPL"
"90132909.100a",2003-06-11,105,"201807","Windscreen"
"90134157.100a",2003-06-11,74,"204106","Windscreen"
