"IDpol","Year","Damage","Fire","Other","Theft","TPL","Windscreen"
"90164534.100b",2003,0,0,0,0,0,0
"90164535.101a",2003,0,0,0,0,0,0
"90164535.101b",2003,0,0,0,0,0,0
"90164547.100a",2003,0,0,0,0,0,0
"90164551.100a",2003,0,0,0,0,0,0
"90164551.100b",2003,0,0,0,0,0,0
"90164554.100a",2003,0,0,0,0,0,0
"90164554.100b",2003,0,0,0,0,0,0
"90164558.100a",2003,0,0,0,0,0,0
"90164559.100a",2003,0,0,0,0,0,0
"90164559.100b",2003,0,0,0,0,0,0
"90164562.100a",2003,0,0,0,0,0,0
"90164562.100b",2003,0,0,0,0,0,0
"90164564.100a",2003,0,0,0,0,0,0
"90164564.100b",2003,0,0,0,0,0,0
"90164568.101a",2003,0,0,0,0,0,0
"90164571.100a",2003,0,0,0,0,0,0
"90164571.100b",2003,0,0,0,0,0,0
"90164573.100a",2003,0,0,0,0,0,0
"90164574.100b",2003,0,0,0,0,0,0
"90164574.101a",2003,0,0,0,0,0,0
"90164574.101b",2003,0,0,0,0,0,0
"90164576.100a",2003,0,0,0,0,0,0
"90164576.100b",2003,0,0,0,0,0,0
"90164578.100a",2003,0,0,0,0,0,0
"90164578.100b",2003,0,0,0,0,0,0
"90164579.101a",2003,0,0,0,0,0,0
"90164579.101b",2003,0,0,0,0,0,0
"90164579.102a",2003,0,0,0,0,0,0
"90164580.101a",2003,0,0,0,0,0,0
"90164580.102a",2003,0,0,0,0,0,0
"90164585.100a",2003,0,0,0,0,0,0
"90164585.100b",2003,0,0,0,0,0,0
"90164590.100a",2003,0,0,0,0,0,0
"90164594.100a",2003,0,0,0,0,0,0
"90164594.100b",2003,0,0,0,0,0,0
"90164611.100a",2003,0,0,0,0,0,0
"90164611.100b",2003,0,0,0,0,0,0
"90164614.101a",2003,0,0,0,0,0,0
"90164614.101b",2003,0,0,0,0,0,0
"90164614.101c",2003,0,0,0,0,0,0
"90164614.101d",2003,0,0,0,0,0,0
"90164614.101e",2003,0,0,0,0,0,0
"90164616.100a",2003,0,0,0,0,0,0
"90164616.100b",2003,0,0,0,0,0,0
"90164617.100a",2003,0,0,0,0,0,0
"90164619.100a",2003,0,0,0,0,0,0
"90164620.100a",2003,0,0,0,0,0,0
"90164621.101a",2003,0,0,0,0,0,0
"90164621.101b",2003,0,0,0,0,0,0
"90164629.100a",2003,0,0,0,0,0,0
"90164632.100a",2003,0,0,0,0,0,0
"90164632.100b",2003,0,0,0,0,0,0
"90164635.100a",2003,0,0,0,0,0,0
"90164639.100a",2003,0,0,0,0,0,0
"90164639.100b",2003,0,0,0,0,0,0
"90164640.100a",2003,0,0,0,0,0,0
"90164648.100a",2003,0,0,0,0,0,0
"90164649.100a",2003,0,0,0,0,0,0
"90164649.100b",2003,0,0,0,0,0,0
"90164649.101b",2003,0,0,0,0,0,0
"90164663.100a",2003,0,0,0,0,0,0
"90164663.100b",2003,0,0,0,0,0,0
"90164667.101a",2003,0,0,0,0,0,0
"90164674.100a",2003,0,0,0,0,0,0
"90164674.100b",2003,0,0,0,0,0,0
"90164674.100c",2003,0,0,0,0,0,0
"90164676.101a",2003,0,0,0,0,0,0
"90164678.101a",2003,0,0,0,0,0,0
"90164678.101b",2003,0,0,0,0,0,0
"90164678.101c",2003,0,0,0,0,0,0
"90164688.100a",2003,0,0,0,0,0,0
"90164688.100b",2003,0,0,0,0,0,0
"90164688.100c",2003,0,0,0,0,0,0
"90164690.100a",2003,0,0,0,0,0,0
"90164724.100a",2003,0,0,0,0,0,0
"90164738.100a",2003,0,0,0,0,0,0
"90164738.100b",2003,0,0,0,0,0,0
"90164738.100c",2003,0,0,0,0,0,0
"90164753.101a",2003,0,0,0,0,0,0
"90164753.101b",2003,0,0,0,0,0,0
"90164764.100a",2003,0,0,0,0,0,0
"90164764.100b",2003,0,0,0,0,0,0
"90164771.100a",2003,0,0,0,0,0,0
"90164788.100a",2003,0,0,0,0,0,0
"90164790.100a",2003,0,0,0,0,0,0
"90164790.100b",2003,0,0,0,0,0,0
"90164804.100a",2003,0,0,0,0,0,0
"90164804.100b",2003,0,0,0,0,0,0
"90164807.101a",2003,0,0,0,0,0,0
"90164833.100a",2003,0,0,0,0,0,0
"90164833.100b",2003,0,0,0,0,0,0
"90164833.100c",2003,0,0,0,0,0,0
"90164838.101a",2003,0,0,0,0,0,0
"90164851.100b",2003,0,0,0,0,0,0
"90164862.100a",2003,0,0,0,0,0,0
"90164862.100b",2003,0,0,0,0,0,0
"90164862.100c",2003,0,0,0,0,0,0
"90164863.100a",2003,0,0,0,0,0,0
"90164864.100a",2003,0,0,0,0,0,0
"90164891.100a",2003,0,0,0,0,0,0
"90164892.100a",2003,0,0,0,0,0,0
"90164892.100b",2003,0,0,0,0,0,0
"90164896.100a",2003,0,0,0,0,0,0
"90164903.100a",2003,0,0,0,0,0,0
"90164903.101a",2003,0,0,0,0,0,0
"90164936.101a",2003,0,0,0,0,0,0
"90164955.100a",2003,0,0,0,0,0,0
"90164955.100b",2003,0,0,0,0,0,0
"90164955.100c",2003,0,0,0,0,0,0
"90164976.100b",2003,0,0,0,0,0,0
"90164976.100c",2003,0,0,0,0,0,0
"90164993.100a",2003,0,0,0,0,0,0
"90164993.100b",2003,0,0,0,0,0,0
"90164993.100c",2003,0,0,0,0,0,0
"90165017.100a",2003,0,0,0,0,0,0
"90165017.101a",2003,0,0,0,0,0,0
"90165032.101b",2003,0,0,0,0,0,0
"90165063.101b",2003,0,0,0,0,0,0
"90165065.101a",2003,0,0,0,0,0,0
"90165087.100a",2003,0,0,0,0,0,0
"90165087.100b",2003,0,0,0,0,0,0
"90165087.100c",2003,0,0,0,0,0,0
"90165113.101a",2003,0,0,0,0,0,0
"90165113.101b",2003,0,0,0,0,0,0
"90165113.101c",2003,0,0,0,0,0,0
"90165146.100a",2003,0,0,0,0,0,0
"90165146.100b",2003,0,0,0,0,0,0
"90165146.100c",2003,0,0,0,0,0,0
"90165148.100a",2003,0,0,0,0,0,0
"90165148.100b",2003,0,0,0,0,0,0
"90165149.100a",2003,0,0,0,0,0,0
"90165166.100a",2003,0,0,0,0,0,0
"90165170.102a",2003,0,0,0,0,0,0
"90165170.102b",2003,0,0,0,0,0,0
"90165173.100a",2003,0,0,0,0,0,0
"90165173.101a",2003,0,0,0,0,0,0
"90165175.100a",2003,0,0,0,0,0,0
"90165176.100a",2003,0,0,0,0,0,0
"90165184.102a",2003,0,0,0,0,0,0
"90165193.100a",2003,0,0,0,0,0,0
"90165195.100a",2003,0,0,0,0,0,0
"90165208.100a",2003,0,0,0,0,0,0
"90165208.100c",2003,0,0,0,0,0,0
"90165211.101a",2003,0,0,0,0,0,0
"90165211.101b",2003,0,0,0,0,0,0
"90165211.101c",2003,0,0,0,0,0,0
"90165214.100a",2003,0,0,0,0,0,0
"90165215.101a",2003,0,0,0,0,0,0
"90165215.101b",2003,0,0,0,0,0,0
"90165220.100a",2003,0,0,0,0,0,0
"90165220.100b",2003,0,0,0,0,0,0
"90165220.100c",2003,0,0,0,0,0,0
"90165220.102a",2003,0,0,0,0,0,0
"90165220.102b",2003,0,0,0,0,0,0
"90165232.100a",2003,0,0,0,0,0,0
"90165232.100b",2003,0,0,0,0,0,0
"90165232.101c",2003,0,0,0,0,0,0
"90165233.101a",2003,0,0,0,0,0,0
"90165236.100b",2003,0,0,0,0,0,0
"90165240.100a",2003,0,0,0,0,0,0
"90165240.100b",2003,0,0,0,0,0,0
"90165249.100a",2003,0,0,0,0,0,0
"90165249.100c",2003,0,0,0,0,0,0
"90165250.100a",2003,0,0,0,0,0,0
"90165250.101a",2003,0,0,0,0,0,0
"90165303.100a",2003,0,0,0,0,0,0
"90165303.100b",2003,0,0,0,0,0,0
"90165307.100a",2003,0,0,0,0,0,0
"90165307.100b",2003,0,0,0,0,0,0
"90165325.100b",2003,0,0,0,0,0,0
"90165325.100c",2003,0,0,0,0,0,0
"90165329.100b",2003,0,0,0,0,0,0
"90165329.100c",2003,0,0,0,0,0,0
"90165330.103a",2003,0,0,0,0,0,0
"90165330.103b",2003,0,0,0,0,0,0
"90165330.103c",2003,0,0,0,0,0,0
"90165332.101a",2003,0,0,0,0,0,0
"90165332.101c",2003,0,0,0,0,0,0
"90165335.100a",2003,0,0,0,0,0,0
"90165335.100c",2003,0,0,0,0,0,0
"90165339.100a",2003,0,0,0,0,0,0
"90165388.100a",2003,0,0,0,0,0,0
"90165389.100a",2003,0,0,0,0,0,0
"90165416.100a",2003,0,0,0,0,0,0
"90165416.100b",2003,0,0,0,0,0,0
"90165418.100a",2003,0,0,0,0,0,0
"90165418.100b",2003,0,0,0,0,0,0
"90165424.100a",2003,0,0,0,0,0,0
"90165424.100b",2003,0,0,0,0,0,0
"90165430.100a",2003,0,0,0,0,0,0
"90165430.100b",2003,0,0,0,0,0,0
"90165443.100a",2003,0,0,0,0,0,0
"90165443.100b",2003,0,0,0,0,0,0
"90165447.100a",2003,0,0,0,0,0,0
"90165449.100a",2003,0,0,0,0,0,0
"90165449.100b",2003,0,0,0,0,0,0
"90165469.100a",2003,0,0,0,0,0,0
"90165469.100b",2003,0,0,0,0,0,0
"90165654.101a",2003,0,0,0,0,0,0
"90165654.102a",2003,0,0,0,0,0,0
"90165655.101a",2003,0,0,0,0,0,0
"90165661.101a",2003,0,0,0,0,0,0
"90165661.101b",2003,0,0,0,0,0,0
"90165662.100a",2003,0,0,0,0,0,0
"90165662.100b",2003,0,0,0,0,0,0
"90165663.100a",2003,0,0,0,0,0,0
"90165663.100b",2003,0,0,0,0,0,0
"90165663.100c",2003,0,0,0,0,0,0
"90165673.100a",2003,0,0,0,0,0,0
"90165676.100a",2003,0,0,0,0,0,0
"90165680.100a",2003,0,0,0,0,0,0
"90165680.101a",2003,0,0,0,0,0,0
"90165686.100a",2003,0,0,0,0,0,0
"90165686.100c",2003,0,0,0,0,0,0
"90165690.100a",2003,0,0,0,0,0,0
"90165690.100b",2003,0,0,0,0,0,0
"90165694.100a",2003,0,0,0,0,0,0
"90165704.100a",2003,0,0,0,0,0,0
"90165706.100a",2003,0,0,0,0,0,0
"90165706.101a",2003,0,0,0,0,0,0
"90165729.100a",2003,0,0,0,0,0,0
"90165729.100b",2003,0,0,0,0,0,0
"90165730.100b",2003,0,0,0,0,0,0
"90165744.100a",2003,0,0,0,0,0,0
"90165744.100b",2003,0,0,0,0,0,0
"90165745.100a",2003,0,0,0,0,0,0
"90165752.100a",2003,0,0,0,0,0,0
"90165754.100a",2003,0,0,0,0,0,0
"90165755.100a",2003,0,0,0,0,0,0
"90165762.100a",2003,0,0,0,0,0,0
"90165762.100b",2003,0,0,0,0,0,0
"90165763.100a",2003,0,0,0,0,0,0
"90165763.100b",2003,0,0,0,0,0,0
"90165766.100a",2003,0,0,0,0,0,0
"90165772.102a",2003,0,0,0,0,0,0
"90165773.100a",2003,0,0,0,0,0,0
"90165773.101b",2003,0,0,0,0,0,0
"90165778.101a",2003,0,0,0,0,0,0
"90165782.100a",2003,0,0,0,0,0,0
"90165786.100a",2003,0,0,0,0,0,0
"90165786.100b",2003,0,0,0,0,0,0
"90165793.100a",2003,0,0,0,0,0,0
"90165793.100b",2003,0,0,0,0,0,0
"90165795.100a",2003,0,0,0,0,0,0
"90165796.100a",2003,0,0,0,0,0,0
"90165805.100a",2003,0,0,0,0,0,0
"90165809.100a",2003,0,0,0,0,0,0
"90165810.101a",2003,0,0,0,0,0,0
"90165810.101b",2003,0,0,0,0,0,0
"90165813.101a",2003,0,0,0,0,0,0
"90165813.101b",2003,0,0,0,0,0,0
"90165815.100a",2003,0,0,0,0,0,0
"90165815.100b",2003,0,0,0,0,0,0
"90165821.100a",2003,0,0,0,0,0,0
"90165821.100b",2003,0,0,0,0,0,0
"90165836.100a",2003,0,0,0,0,0,0
"90165836.100b",2003,0,0,0,0,0,0
"90165836.100c",2003,0,0,0,0,0,0
"90165836.100d",2003,0,0,0,0,0,0
"90165836.100e",2003,0,0,0,0,0,0
"90165837.100a",2003,0,0,0,0,0,0
"90165843.100a",2003,0,0,0,0,0,0
"90165848.100a",2003,0,0,0,0,0,0
"90165848.100b",2003,0,0,0,0,0,0
"90165849.100b",2003,0,0,0,0,0,0
"90165853.100a",2003,0,0,0,0,0,0
"90165862.100a",2003,0,0,0,0,0,0
"90165862.100b",2003,0,0,0,0,0,0
"90165870.100a",2003,0,0,0,0,0,0
"90165870.100b",2003,0,0,0,0,0,0
"90165880.100a",2003,0,0,0,0,0,0
"90165880.101a",2003,0,0,0,0,0,0
"90165883.100a",2003,0,0,0,0,0,0
"90165895.100a",2003,0,0,0,0,0,0
"90165903.100a",2003,0,0,0,0,0,0
"90165910.100a",2003,0,0,0,0,0,0
"90165915.100a",2003,0,0,0,0,0,0
"90165915.100b",2003,0,0,0,0,0,0
"90165915.100c",2003,0,0,0,0,0,0
"90165915.101a",2003,0,0,0,0,0,0
"90165915.101b",2003,0,0,0,0,0,0
"90165915.101c",2003,0,0,0,0,0,0
"90165916.100a",2003,0,0,0,0,0,0
"90165916.100b",2003,0,0,0,0,0,0
"90165922.102a",2003,0,0,0,0,0,0
"90165923.104a",2003,0,0,0,0,0,0
"90165925.101a",2003,0,0,0,0,0,0
"90165925.101b",2003,0,0,0,0,0,0
"90165930.100a",2003,0,0,0,0,0,0
"90165931.101a",2003,0,0,0,0,0,0
"90165933.100a",2003,0,0,0,0,0,0
"90165933.100b",2003,0,0,0,0,0,0
"90165942.100a",2003,0,0,0,0,0,0
"90165942.100b",2003,0,0,0,0,0,0
"90165943.100a",2003,0,0,0,0,0,0
"90165948.100a",2003,0,0,0,0,0,0
"90165955.100a",2003,0,0,0,0,0,0
"90165957.100a",2003,0,0,0,0,0,0
"90165958.100a",2003,0,0,0,0,0,0
"90165958.100b",2003,0,0,0,0,0,0
"90165962.100a",2003,0,0,0,0,0,0
"90165964.100a",2003,0,0,0,0,0,0
"90165968.100a",2003,0,0,0,0,0,0
"90165968.100b",2003,0,0,0,0,0,0
"90165971.100a",2003,0,0,0,0,0,0
"90165976.100a",2003,0,0,0,0,0,0
"90165977.100a",2003,0,0,0,0,0,0
"90165979.100a",2003,0,0,0,0,0,0
"90165979.100b",2003,0,0,0,0,0,0
"90165986.100a",2003,0,0,0,0,0,0
"90165988.100a",2003,0,0,0,0,0,0
"90165997.100a",2003,0,0,0,0,0,0
"90165997.100b",2003,0,0,0,0,0,0
"90165997.100c",2003,0,0,0,0,0,0
"90165998.100a",2003,0,0,0,0,0,0
"90165999.100a",2003,0,0,0,0,0,0
"90166000.100a",2003,0,0,0,0,0,0
"90166000.100b",2003,0,0,0,0,0,0
"90166002.100a",2003,0,0,0,0,0,0
"90166010.100a",2003,0,0,0,0,0,0
"90166010.100b",2003,0,0,0,0,0,0
"90166014.100a",2003,0,0,0,0,0,0
"90166014.101a",2003,0,0,0,0,0,0
"90166014.101b",2003,0,0,0,0,0,0
"90166021.100a",2003,0,0,0,0,0,0
"90166022.100a",2003,0,0,0,0,0,0
"90166022.100b",2003,0,0,0,0,0,0
"90166038.100a",2003,0,0,0,0,0,0
"90166038.100b",2003,0,0,0,0,0,0
"90166043.102a",2003,0,0,0,0,0,0
"90166046.100a",2003,0,0,0,0,0,0
"90166046.100b",2003,0,0,0,0,0,0
"90166047.100a",2003,0,0,0,0,0,0
"90166054.100a",2003,0,0,0,0,0,0
"90166054.100b",2003,0,0,0,0,0,0
"90166071.100b",2003,0,0,0,0,0,0
"90166072.100a",2003,0,0,0,0,0,0
"90166072.100c",2003,0,0,0,0,0,0
"90166075.100a",2003,0,0,0,0,0,0
"90166075.100b",2003,0,0,0,0,0,0
"90166075.100c",2003,0,0,0,0,0,0
"90166075.100d",2003,0,0,0,0,0,0
"90166075.100e",2003,0,0,0,0,0,0
"90166078.100a",2003,0,0,0,0,0,0
"90166078.100b",2003,0,0,0,0,0,0
"90166098.100a",2003,0,0,0,0,0,0
"90166105.100a",2003,0,0,0,0,0,0
"90166111.101a",2003,0,0,0,0,0,0
"90166111.103a",2003,0,0,0,0,0,0
"90166111.103b",2003,0,0,0,0,0,0
"90166128.100a",2003,0,0,0,0,0,0
"90166133.100a",2003,0,0,0,0,0,0
"90166134.100a",2003,0,0,0,0,0,0
"90166134.100b",2003,0,0,0,0,0,0
"90166138.101a",2003,0,0,0,0,0,0
"90166143.100a",2003,0,0,0,0,0,0
"90166148.102a",2003,0,0,0,0,0,0
"90166165.100a",2003,0,0,0,0,0,0
"90166172.100a",2003,0,0,0,0,0,0
"90166173.101a",2003,0,0,0,0,0,0
"90166173.101b",2003,0,0,0,0,0,0
"90166190.100a",2003,0,0,0,0,0,0
"90166196.100a",2003,0,0,0,0,0,0
"90166196.101a",2003,0,0,0,0,0,0
"90166197.100a",2003,0,0,0,0,0,0
"90166197.100b",2003,0,0,0,0,0,0
"90166197.100c",2003,0,0,0,0,0,0
"90166199.100a",2003,0,0,0,0,0,0
"90166199.101a",2003,0,0,0,0,0,0
"90166211.100a",2003,0,0,0,0,0,0
"90166225.100a",2003,0,0,0,0,0,0
"90166225.100c",2003,0,0,0,0,0,0
"90166232.100a",2003,0,0,0,0,0,0
"90166246.100a",2003,0,0,0,0,0,0
"90166246.100b",2003,0,0,0,0,0,0
"90166262.100a",2003,0,0,0,0,0,0
"90166262.101a",2003,0,0,0,0,0,0
"90166289.100a",2003,0,0,0,0,0,0
"90166301.101a",2003,0,0,0,0,0,0
"90166301.101b",2003,0,0,0,0,0,0
"90166301.103a",2003,0,0,0,0,0,0
"90166303.100a",2003,0,0,0,0,0,0
"90166304.100a",2003,0,0,0,0,0,0
"90166307.100a",2003,0,0,0,0,0,0
"90166307.100b",2003,0,0,0,0,0,0
"90166307.100c",2003,0,0,0,0,0,0
"90166308.100a",2003,0,0,0,0,0,0
"90166319.100a",2003,0,0,0,0,0,0
"90166337.100a",2003,0,0,0,0,0,0
"90166337.100b",2003,0,0,0,0,0,0
"90166337.100c",2003,0,0,0,0,0,0
"90166337.100d",2003,0,0,0,0,0,0
"90166338.100b",2003,0,0,0,0,0,0
"90166338.100c",2003,0,0,0,0,0,0
"90166343.101a",2003,0,0,0,0,0,0
"90166343.101b",2003,0,0,0,0,0,0
"90166343.101c",2003,0,0,0,0,0,0
"90166346.100a",2003,0,0,0,0,0,0
"90166348.101a",2003,0,0,0,0,0,0
"90166348.101b",2003,0,0,0,0,0,0
"90166364.100a",2003,0,0,0,0,0,0
"90166364.100b",2003,0,0,0,0,0,0
"90166386.100a",2003,0,0,0,0,0,0
"90166386.100b",2003,0,0,0,0,0,0
"90166425.100a",2003,0,0,0,0,0,0
"90166425.100b",2003,0,0,0,0,0,0
"90166429.100c",2003,0,0,0,0,0,0
"90166432.100a",2003,0,0,0,0,0,0
"90166432.100b",2003,0,0,0,0,0,0
"90166432.100c",2003,0,0,0,0,0,0
"90166454.100a",2003,0,0,0,0,0,0
"90166462.100a",2003,0,0,0,0,0,0
"90166477.100a",2003,0,0,0,0,0,0
"90166477.100b",2003,0,0,0,0,0,0
"90166477.100c",2003,0,0,0,0,0,0
"90166478.101a",2003,0,0,0,0,0,0
"90166487.100a",2003,0,0,0,0,0,0
"90166487.100b",2003,0,0,0,0,0,0
"90166499.100a",2003,0,0,0,0,0,0
"90166508.100a",2003,0,0,0,0,0,0
"90166543.100a",2003,0,0,0,0,0,0
"90166544.100a",2003,0,0,0,0,0,0
"90166557.100a",2003,0,0,0,0,0,0
"90166566.100a",2003,0,0,0,0,0,0
"90166569.100b",2003,0,0,0,0,0,0
"90166569.100c",2003,0,0,0,0,0,0
"90166570.101a",2003,0,0,0,0,0,0
"90166585.100a",2003,0,0,0,0,0,0
"90166604.100a",2003,0,0,0,0,0,0
"90166619.100a",2003,0,0,0,0,0,0
"90166620.100a",2003,0,0,0,0,0,0
"90166654.100a",2003,0,0,0,0,0,0
"90166654.100b",2003,0,0,0,0,0,0
"90166659.100a",2003,0,0,0,0,0,0
"90166659.100b",2003,0,0,0,0,0,0
"90166710.100a",2003,0,0,0,0,0,0
"90166711.100a",2003,0,0,0,0,0,0
"90166711.100b",2003,0,0,0,0,0,0
"90166738.100a",2003,0,0,0,0,0,0
"90166748.100a",2003,0,0,0,0,0,0
"90166748.100b",2003,0,0,0,0,0,0
"90166748.100c",2003,0,0,0,0,0,0
"90166804.100a",2003,0,0,0,0,0,0
"90166804.100b",2003,0,0,0,0,0,0
"90166811.100a",2003,0,0,0,0,0,0
"90166820.100a",2003,0,0,0,0,0,0
"90166822.100a",2003,0,0,0,0,0,0
"90166828.100a",2003,0,0,0,0,0,0
"90166830.100a",2003,0,0,0,0,0,0
"90166838.100a",2003,0,0,0,0,0,0
"90166841.100a",2003,0,0,0,0,0,0
"90166847.100a",2003,0,0,0,0,0,0
"90166848.100a",2003,0,0,0,0,0,0
"90166848.101a",2003,0,0,0,0,0,0
"90166850.100a",2003,0,0,0,0,0,0
"90166854.100a",2003,0,0,0,0,0,0
"90166859.101a",2003,0,0,0,0,0,0
"90166859.101b",2003,0,0,0,0,0,0
"90166862.100a",2003,0,0,0,0,0,0
"90166862.100b",2003,0,0,0,0,0,0
"90166876.100a",2003,0,0,0,0,0,0
"90166876.100b",2003,0,0,0,0,0,0
"90166902.100a",2003,0,0,0,0,0,0
"90166902.100b",2003,0,0,0,0,0,0
"90166908.100a",2003,0,0,0,0,0,0
"90166908.100b",2003,0,0,0,0,0,0
"90166910.101a",2003,0,0,0,0,0,0
"90166910.101c",2003,0,0,0,0,0,0
"90166930.100a",2003,0,0,0,0,0,0
"90166931.100a",2003,0,0,0,0,0,0
"90166946.100a",2003,0,0,0,0,0,0
"90166946.100b",2003,0,0,0,0,0,0
"90166949.100a",2003,0,0,0,0,0,0
"90166949.100b",2003,0,0,0,0,0,0
"90166960.100a",2003,0,0,0,0,0,0
"90166970.100a",2003,0,0,0,0,0,0
"90166970.100b",2003,0,0,0,0,0,0
"90166970.100c",2003,0,0,0,0,0,0
"90166976.100a",2003,0,0,0,0,0,0
"90166976.100b",2003,0,0,0,0,0,0
"90166993.100b",2003,0,0,0,0,0,0
"90167009.100a",2003,0,0,0,0,0,0
"90167030.100a",2003,0,0,0,0,0,0
"90167041.100a",2003,0,0,0,0,0,0
"90167045.101a",2003,0,0,0,0,0,0
"90167045.101b",2003,0,0,0,0,0,0
"90167045.101c",2003,0,0,0,0,0,0
"90167051.100a",2003,0,0,0,0,0,0
"90167051.100b",2003,0,0,0,0,0,0
"90167072.100a",2003,0,0,0,0,0,0
"90167081.100a",2003,0,0,0,0,0,0
"90167081.100b",2003,0,0,0,0,0,0
"90167108.100a",2003,0,0,0,0,0,0
"90167108.100b",2003,0,0,0,0,0,0
"90167121.100a",2003,0,0,0,0,0,0
"90167121.100b",2003,0,0,0,0,0,0
"90167147.100a",2003,0,0,0,0,0,0
"90167190.100a",2003,0,0,0,0,0,0
"90167208.101b",2003,0,0,0,0,0,0
"90167208.101c",2003,0,0,0,0,0,0
"90167218.100a",2003,0,0,0,0,0,0
"90167228.101a",2003,0,0,0,0,0,0
"90167228.101b",2003,0,0,0,0,0,0
"90167228.101c",2003,0,0,0,0,0,0
"90167236.100a",2003,0,0,0,0,0,0
"90167237.100a",2003,0,0,0,0,0,0
"90167255.100a",2003,0,0,0,0,0,0
"90167255.100b",2003,0,0,0,0,0,0
"90167255.100c",2003,0,0,0,0,0,0
"90167278.101a",2003,0,0,0,0,0,0
"90167282.100a",2003,0,0,0,0,0,0
"90167282.100b",2003,0,0,0,0,0,0
"90167287.100a",2003,0,0,0,0,0,0
"90167296.100a",2003,0,0,0,0,0,0
"90167296.100b",2003,0,0,0,0,0,0
"90167296.100c",2003,0,0,0,0,0,0
"90167324.100a",2003,0,0,0,0,0,0
"90167324.100b",2003,0,0,0,0,0,0
"90167324.100c",2003,0,0,0,0,0,0
"90167324.100d",2003,0,0,0,0,0,0
"90167324.100e",2003,0,0,0,0,0,0
"90167325.100a",2003,0,0,0,0,0,0
"90167325.100b",2003,0,0,0,0,0,0
"90167325.100c",2003,0,0,0,0,0,0
"90167328.100a",2003,0,0,0,0,0,0
"90167355.100a",2003,0,0,0,0,0,0
"90167355.100b",2003,0,0,0,0,0,0
"90167355.100c",2003,0,0,0,0,0,0
"90167393.100a",2003,0,0,0,0,0,0
"90167407.100a",2003,0,0,0,0,0,0
"90167421.100a",2003,0,0,0,0,0,0
"90167421.100b",2003,0,0,0,0,0,0
"90167433.100a",2003,0,0,0,0,0,0
"90167474.100a",2003,0,0,0,0,0,0
"90167474.100b",2003,0,0,0,0,0,0
"90167474.100c",2003,0,0,0,0,0,0
"90167480.100a",2003,0,0,0,0,0,0
"90167482.100a",2003,0,0,0,0,0,0
"90167524.100a",2003,0,0,0,0,0,0
"90167524.100b",2003,0,0,0,0,0,0
"90167525.100a",2003,0,0,0,0,0,0
"90167525.100b",2003,0,0,0,0,0,0
"90167525.100c",2003,0,0,0,0,0,0
"90167547.100b",2003,0,0,0,0,0,0
"90167547.100c",2003,0,0,0,0,0,0
"90167584.101a",2003,0,0,0,0,0,0
"90167586.100a",2003,0,0,0,0,0,0
"90167591.100a",2003,0,0,0,0,0,0
"90167591.100b",2003,0,0,0,0,0,0
"90167593.100a",2003,0,0,0,0,0,0
"90167594.100a",2003,0,0,0,0,0,0
"90167595.100a",2003,0,0,0,0,0,0
"90167604.100a",2003,0,0,0,0,0,0
"90167613.100a",2003,0,0,0,0,0,0
"90167614.100a",2003,0,0,0,0,0,0
"90167618.100a",2003,0,0,0,0,0,0
"90167620.100a",2003,0,0,0,0,0,0
"90167620.100b",2003,0,0,0,0,0,0
"90167622.100a",2003,0,0,0,0,0,0
"90167625.100a",2003,0,0,0,0,0,0
"90167628.100a",2003,0,0,0,0,0,0
"90167628.100b",2003,0,0,0,0,0,0
"90167641.100a",2003,0,0,0,0,0,0
"90167641.100b",2003,0,0,0,0,0,0
"90167654.100a",2003,0,0,0,0,0,0
"90167655.100a",2003,0,0,0,0,0,0
"90167655.100b",2003,0,0,0,0,0,0
"90167656.101a",2003,0,0,0,0,0,0
"90167659.100a",2003,0,0,0,0,0,0
"90167659.100b",2003,0,0,0,0,0,0
"90167659.100c",2003,0,0,0,0,0,0
"90167659.101a",2003,0,0,0,0,0,0
"90167659.101b",2003,0,0,0,0,0,0
"90167662.100a",2003,0,0,0,0,0,0
"90167665.100a",2003,0,0,0,0,0,0
"90167665.100b",2003,0,0,0,0,0,0
"90167667.100a",2003,0,0,0,0,0,0
"90167668.100a",2003,0,0,0,0,0,0
"90167670.100a",2003,0,0,0,0,0,0
"90167670.100b",2003,0,0,0,0,0,0
"90167670.100c",2003,0,0,0,0,0,0
"90167671.100a",2003,0,0,0,0,0,0
"90167671.100b",2003,0,0,0,0,0,0
"90167672.100a",2003,0,0,0,0,0,0
"90167673.100a",2003,0,0,0,0,0,0
"90167673.100b",2003,0,0,0,0,0,0
"90167675.100a",2003,0,0,0,0,0,0
"90167675.100b",2003,0,0,0,0,0,0
"90167677.100a",2003,0,0,0,0,0,0
"90167677.100b",2003,0,0,0,0,0,0
"90167681.100a",2003,0,0,0,0,0,0
"90167682.100a",2003,0,0,0,0,0,0
"90167682.101a",2003,0,0,0,0,0,0
"90167685.100a",2003,0,0,0,0,0,0
"90167685.100b",2003,0,0,0,0,0,0
"90167691.101a",2003,0,0,0,0,0,0
"90167691.101b",2003,0,0,0,0,0,0
"90167692.100a",2003,0,0,0,0,0,0
"90167697.100a",2003,0,0,0,0,0,0
"90167700.100a",2003,0,0,0,0,0,0
"90167700.100b",2003,0,0,0,0,0,0
"90167700.100c",2003,0,0,0,0,0,0
"90167701.100a",2003,0,0,0,0,0,0
"90167702.100a",2003,0,0,0,0,0,0
"90167702.100b",2003,0,0,0,0,0,0
"90167705.102a",2003,0,0,0,0,0,0
